s.no,s.temp,o.temp,step
2880,87.6,87.78,9.2
2881,87.53,87.89,9.27
2882,87.57,87.13,9.26
2883,87.46,86.95,9.3
2884,87.53,87.31,9.27
2885,87.49,87.39,9.21
2886,87.53,87.75,9.51
2887,87.46,88.14,9.15
2888,87.46,88.07,9.48
2889,87.42,88.32,9.31
2890,87.42,88.39,9.39
2891,87.42,88.43,9.15
2892,87.35,88.43,9.13
2893,87.35,88.18,9.47
2894,87.46,88.39,9.44
2895,87.42,88.57,9.39
2896,87.42,88.68,9.28
2897,87.35,88.54,9.28
2898,87.42,87.28,9.49
2899,87.35,87.39,9.24
2900,87.35,87.31,9.45
2901,87.31,88.65,9.43
2902,87.31,88.32,9.41
2903,87.31,88.54,9.4
2904,87.31,88.57,9.3
2905,87.28,88.43,9.36
2906,87.28,88.93,9.38
2907,87.24,88.83,9.42
2908,87.28,89.08,9.33
2909,87.28,88.93,9.37
2910,87.28,88.57,9.4
2911,87.28,88.54,9.29
2912,87.24,88.65,9.39
2913,87.24,88.75,9.54
2914,87.24,88.54,9.51
2915,87.24,88.57,9.46
2916,87.13,88.54,9.57
2917,87.21,88.43,9.45
2918,87.21,88.79,9.44
2919,87.17,88.57,9.52
2920,87.13,88.29,9.52
2921,87.1,88.25,9.68
2922,87.21,88.32,9.71
2923,87.13,88.39,9.5
2924,87.17,88.68,9.5
2925,87.1,88.57,9.54
2926,87.1,88.43,9.69
2927,87.03,88.43,9.45
2928,87.03,88.5,9.52
2929,87.06,88.68,9.54
2930,87.06,88.57,9.48
2931,87.06,87.39,9.68
2932,87.03,88.57,9.6
2933,86.92,89.33,9.38
2934,86.95,89.51,9.56
2935,87.03,89.44,9.38
2936,87.03,89.4,9.62
2937,87.03,88.93,10.1
2938,87.03,89.69,9.86
2939,87.03,90.16,12.12
2940,86.95,90.3,10.09
2941,87.03,89.26,10.8
2942,86.92,88.43,13.98
2943,87.03,88.93,9.84
2944,87.03,88.07,11.77
2945,86.95,86.7,9.87
2946,86.92,87.46,9.87
2947,86.92,86.41,8.62
2948,86.88,85.8,11.45
2949,86.88,86.05,9.1
